descretePN	PN	verb
ネガ（評価）	-0.3	ろくでなしだ
ネガ（評価）	-0.3	らちもない
ネガ（評価）	-0.3	よんどころない
ネガ（評価）	-0.3	よわい
ネガ（評価）	-0.3	よれる
ネガ（評価）	-0.3	よれよれです
ネガ（評価）	-0.3	よれよれだ
ネガ（評価）	-0.3	よそよそしい
ネガ（評価）	-0.3	よけいの
ネガ（評価）	-0.3	よけいです
ネガ（評価）	-0.3	よけいだ
ネガ（評価）	-0.3	ゆるい
ネガ（評価）	-0.3	キズがある
ネガ（評価）	-0.3	キツイ
ネガ（評価）	-0.3	キリがない
ネガ（評価）	-0.3	メチャメチャです
ネガ（評価）	-0.3	ヨレヨレの
ネガ（評価）	-0.3	ヨレヨレです
ネガ（評価）	-0.3	ヨレヨレだ
ネガ（評価）	-0.3	ヤワです
ネガ（評価）	-0.3	ヤワだ
ネガ（評価）	-0.3	メリハリがない
ネガ（評価）	-0.3	メランコリック
ネガ（評価）	-0.3	メチャメチャだ
ネガ（評価）	-0.3	ヒステリックだ
ネガ（評価）	-0.3	ミスマッチ
ネガ（評価）	-0.3	ミーハーです
ネガ（評価）	-0.3	ミーハーだ
ネガ（評価）	-0.3	ヘンテコです
ネガ（評価）	-0.3	ヘンテコだ
ネガ（評価）	-0.3	ビビるやすい
ネガ（評価）	-0.3	ヒヤヒヤ
ネガ（評価）	-0.3	ワーストワンだ
ネガ（評価）	-0.3	ワーストワンです
ネガ（評価）	-0.3	ワーストワンの
ネガ（評価）	-0.3	ワンマンだ
ネガ（評価）	-0.3	悪賢い
ネガ（評価）	-0.3	悪い
ネガ（評価）	-0.3	哀れだ
ネガ（評価）	-0.3	哀しむ
ネガ（評価）	-0.3	哀しい
ネガ（評価）	-0.3	阿呆臭い
ネガ（評価）	-0.3	阿呆らしい
ネガ（評価）	-0.3	阿呆の
ネガ（評価）	-0.3	阿呆です
ネガ（評価）	-0.3	阿呆だ
ネガ（評価）	-0.3	阿呆くさい
ネガ（評価）	-0.3	唖然の
ネガ（評価）	-0.3	唖然です
ネガ（評価）	-0.3	唖然だ
ネガ（評価）	-0.3	ワンマンです
ネガ（評価）	-0.3	ヒステリックです
ネガ（評価）	-0.3	バラツキがある
ネガ（評価）	-0.3	ギクシャク
ネガ（評価）	-0.3	グロテスクだ
ネガ（評価）	-0.3	シリアスだ
ネガ（評価）	-0.3	ショボ過ぎ
ネガ（評価）	-0.3	ショックがある
ネガ（評価）	-0.3	ショッキングです
ネガ（評価）	-0.3	ショッキングだ
ネガ（評価）	-0.3	コワい
ネガ（評価）	-0.3	グロテスクです
ネガ（評価）	-0.3	グロの
ネガ（評価）	-0.3	バタ臭い
ネガ（評価）	-0.3	グロです
ネガ（評価）	-0.3	グロだ
ネガ（評価）	-0.3	グルーミー
ネガ（評価）	-0.3	クセはある
ネガ（評価）	-0.3	クセがある
ネガ（評価）	-0.3	ギュウギュウです
ネガ（評価）	-0.3	ギュウギュウだ
ネガ（評価）	-0.3	シリアスです
ネガ（評価）	-0.3	ジャジャ馬だ
ネガ（評価）	-0.3	ジャジャ馬です
ネガ（評価）	-0.3	ジャジャ馬の
ネガ（評価）	-0.3	バタくさい
ネガ（評価）	-0.3	ノンセンスの
ネガ（評価）	-0.3	ノンセンスです
ネガ（評価）	-0.3	ノンセンスだ
ネガ（評価）	-0.3	ノイジー
ネガ（評価）	-0.3	デプレッション
ネガ（評価）	-0.3	ディプレッション
ネガ（評価）	-0.3	チャラチャラ
ネガ（評価）	-0.3	チャチ
ネガ（評価）	-0.3	チグハグです
ネガ（評価）	-0.3	チグハグだ
ネガ（評価）	-0.3	ダサい
ネガ（評価）	-0.3	ダーティー
ネガ（評価）	-0.3	ダーティ
ネガ（評価）	-0.3	ズレる
ネガ（評価）	-0.3	もの悲しい
ネガ（評価）	-0.3	もの凄まじい
ネガ（評価）	-0.3	もの狂おしい
ネガ（評価）	-0.3	のれんに腕押しです
ネガ（評価）	-0.3	のろまの
ネガ（評価）	-0.3	のろまです
ネガ（評価）	-0.3	のろまだ
ネガ（評価）	-0.3	のろのろ
ネガ（評価）	-0.3	のろくさい
ネガ（評価）	-0.3	のろい
ネガ（評価）	-0.3	のれんに腕押しの
ネガ（評価）	-0.3	のれんに腕押しだ
ネガ（評価）	-0.3	なよなよ
ネガ（評価）	-0.3	のらりくらり
ネガ（評価）	-0.3	ねちねち
ネガ（評価）	-0.3	ねたましい
ネガ（評価）	-0.3	にべも無い
ネガ（評価）	-0.3	にべもない
ネガ（評価）	-0.3	にぶい
ネガ（評価）	-0.3	にちゃにちゃ
ネガ（評価）	-0.3	はかばかしい
ネガ（評価）	-0.3	はしたない
ネガ（評価）	-0.3	はずれだ
ネガ（評価）	-0.3	はずれです
ネガ（評価）	-0.3	びしょびしょだ
ネガ（評価）	-0.3	ひ弱い
ネガ（評価）	-0.3	ひょろひょろ
ネガ（評価）	-0.3	ひやひや
ネガ（評価）	-0.3	ばらつきがある
ネガ（評価）	-0.3	ばっちい
ネガ（評価）	-0.3	ばかくさい
ネガ（評価）	-0.3	ばか丁寧です
ネガ（評価）	-0.3	ばか丁寧だ
ネガ（評価）	-0.3	はで好みの
ネガ（評価）	-0.3	はで好みです
ネガ（評価）	-0.3	はで好みだ
ネガ（評価）	-0.3	はでです
ネガ（評価）	-0.3	はでだ
ネガ（評価）	-0.3	はずれの
ネガ（評価）	-0.3	なれなれしい
ネガ（評価）	-0.3	なまぬるい
ネガ（評価）	-0.3	ふがいない
ネガ（評価）	-0.3	とんちんかんです
ネガ（評価）	-0.3	どけちです
ネガ（評価）	-0.3	どけちだ
ネガ（評価）	-0.3	とんまの
ネガ（評価）	-0.3	とんまです
ネガ（評価）	-0.3	とんまだ
ネガ（評価）	-0.3	とんでもない
ネガ（評価）	-0.3	とんちんかんの
ネガ（評価）	-0.3	とんちんかんだ
ネガ（評価）	-0.3	なじむにくい
ネガ（評価）	-0.3	とんがる
ネガ（評価）	-0.3	とろい
ネガ（評価）	-0.3	とりとめるがない
ネガ（評価）	-0.3	とらえる所のない
ネガ（評価）	-0.3	とぼける
ネガ（評価）	-0.3	とっつくにくい
ネガ（評価）	-0.3	とげとげしい
ネガ（評価）	-0.3	ど助平だ
ネガ（評価）	-0.3	ど助平です
ネガ（評価）	-0.3	ど助平の
ネガ（評価）	-0.3	どぎつい
ネガ（評価）	-0.3	なじむない
ネガ（評価）	-0.3	なごりおしい
ネガ（評価）	-0.3	なおざりです
ネガ（評価）	-0.3	なおざりだ
ネガ（評価）	-0.3	どんくさい
ネガ（評価）	-0.3	どっち付くぬ
ネガ（評価）	-0.3	どっちつくぬ
ネガ（評価）	-0.3	どす黒い
ネガ（評価）	-0.3	どじを踏む
ネガ（評価）	-0.3	どじをふむ
ネガ（評価）	-0.3	どじの
ネガ（評価）	-0.3	どじです
ネガ（評価）	-0.3	どじだ
ネガ（評価）	-0.3	どけちの
ネガ（評価）	-0.3	どけちと
ネガ（評価）	-0.3	びしょびしょです
ネガ（評価）	-0.3	ふつつかだ
ネガ（評価）	-0.3	ものたりない
ネガ（評価）	-0.3	みみっちい
ネガ（評価）	-0.3	むなぐるしい
ネガ（評価）	-0.3	むっと
ネガ（評価）	-0.3	むさくるしい
ネガ（評価）	-0.3	むさい
ネガ（評価）	-0.3	むごたらしい
ネガ（評価）	-0.3	むごい
ネガ（評価）	-0.3	むかむか
ネガ（評価）	-0.3	みにくい
ネガ（評価）	-0.3	まがい物的だ
ネガ（評価）	-0.3	みっともない
ネガ（評価）	-0.3	みすぼらしい
ネガ（評価）	-0.3	みそっかす
ネガ（評価）	-0.3	ままならない
ネガ（評価）	-0.3	まだるっこい
ネガ（評価）	-0.3	まごまご
ネガ（評価）	-0.3	まがまがしい
ネガ（評価）	-0.3	むなしい
ネガ（評価）	-0.3	めそめそ
ネガ（評価）	-0.3	めちゃくちゃだ
ネガ（評価）	-0.3	めちゃくちゃです
ネガ（評価）	-0.3	ものすさまじい
ネガ（評価）	-0.3	ものうい
ネガ（評価）	-0.3	もどかしい
ネガ（評価）	-0.3	もってのほかの
ネガ（評価）	-0.3	もってのほかです
ネガ（評価）	-0.3	もってのほかだ
ネガ（評価）	-0.3	もったいない
ネガ（評価）	-0.3	もっさり
ネガ（評価）	-0.3	もたつきがある
ネガ（評価）	-0.3	もう一つだ
ネガ（評価）	-0.3	めんどくさい
ネガ（評価）	-0.3	めんどうくさい
ネガ（評価）	-0.3	めんどう臭い
ネガ（評価）	-0.3	めちゃめちゃです
ネガ（評価）	-0.3	めちゃめちゃだ
ネガ（評価）	-0.3	まがい物的です
ネガ（評価）	-0.3	まがい物の
ネガ（評価）	-0.3	ふつつかです
ネガ（評価）	-0.3	へそ曲がりだ
ネガ（評価）	-0.3	べとつく
ネガ（評価）	-0.3	へとへとです
ネガ（評価）	-0.3	へとへとだ
ネガ（評価）	-0.3	へたくそです
ネガ（評価）	-0.3	へたくそだ
ネガ（評価）	-0.3	へそ曲がりの
ネガ（評価）	-0.3	へそ曲がりです
ネガ（評価）	-0.3	へいこら
ネガ（評価）	-0.3	まがい物です
ネガ（評価）	-0.3	へなちょこの
ネガ（評価）	-0.3	へなちょこです
ネガ（評価）	-0.3	へなちょこだ
ネガ（評価）	-0.3	ぶよぶよ
ネガ（評価）	-0.3	ふんぞり返る
ネガ（評価）	-0.3	ふらふら
ネガ（評価）	-0.3	ふてぶてしい
ネガ（評価）	-0.3	べとべと
ネガ（評価）	-0.3	ぺしゃんこだ
ネガ（評価）	-0.3	ぺしゃんこです
ネガ（評価）	-0.3	ぺしゃんこの
ネガ（評価）	-0.3	まがい物だ
ネガ（評価）	-0.3	ぼんやり
ネガ（評価）	-0.3	ぼんくらの
ネガ（評価）	-0.3	ぼんくらです
ネガ（評価）	-0.3	ぼんくらだ
ネガ（評価）	-0.3	ぼろぼろです
ネガ（評価）	-0.3	ぼろぼろだ
ネガ（評価）	-0.3	ぼろい
ネガ（評価）	-0.3	ぼやぼや
ネガ（評価）	-0.3	ぼやける
ネガ（評価）	-0.3	ぼさっと
ネガ（評価）	-0.3	ほど遠い
ネガ（評価）	-0.3	ぺてん師の
ネガ（評価）	-0.3	ぺてん師です
ネガ（評価）	-0.3	ぺてん師だ
ネガ（評価）	-0.3	悪辣だ
ネガ（評価）	-0.3	扱いにくい
ネガ（評価）	-0.3	欠陥がある
ネガ（評価）	-0.3	虚仮だ
ネガ（評価）	-0.3	凶暴だ
ネガ（評価）	-0.3	凶漢の
ネガ（評価）	-0.3	凶漢です
ネガ（評価）	-0.3	凶漢だ
ネガ（評価）	-0.3	許しがたい
ネガ（評価）	-0.3	虚仮の
ネガ（評価）	-0.3	虚仮です
ネガ（評価）	-0.3	居丈高です
ネガ（評価）	-0.3	凶猛だ
ネガ（評価）	-0.3	居丈高だ
ネガ（評価）	-0.3	泣き所の
ネガ（評価）	-0.3	泣き所です
ネガ（評価）	-0.3	泣き所だ
ネガ（評価）	-0.3	逆賊の
ネガ（評価）	-0.3	逆賊です
ネガ（評価）	-0.3	逆賊だ
ネガ（評価）	-0.3	凶暴です
ネガ（評価）	-0.3	凶猛です
ネガ（評価）	-0.3	扱い難い
ネガ（評価）	-0.3	恐れがある
ネガ（評価）	-0.3	狂暴です
ネガ（評価）	-0.3	狂暴だ
ネガ（評価）	-0.3	狂人の
ネガ（評価）	-0.3	狂人です
ネガ（評価）	-0.3	狂人だ
ネガ（評価）	-0.3	狂わしい
ネガ（評価）	-0.3	恐れ多い
ネガ（評価）	-0.3	恐るべき
ネガ（評価）	-0.3	凶猛の
ネガ（評価）	-0.3	怯懦の
ネガ（評価）	-0.3	怯懦です
ネガ（評価）	-0.3	怯懦だ
ネガ（評価）	-0.3	強欲です
ネガ（評価）	-0.3	強欲だ
ネガ（評価）	-0.3	強情っぱりです
ネガ（評価）	-0.3	不作法だ
ネガ（評価）	-0.3	詰屈です
ネガ（評価）	-0.3	詰屈だ
ネガ（評価）	-0.3	疑問だ
ネガ（評価）	-0.3	奇っ怪だ
ネガ（評価）	-0.3	機械的です
ネガ（評価）	-0.3	機械的だ
ネガ（評価）	-0.3	忌わしい
ネガ（評価）	-0.3	忌まわしい
ネガ（評価）	-0.3	希薄です
ネガ（評価）	-0.3	希薄だ
ネガ（評価）	-0.3	奇っ怪です
ネガ（評価）	-0.3	奇々怪々の
ネガ（評価）	-0.3	疑わしい
ネガ（評価）	-0.3	奇々怪々です
ネガ（評価）	-0.3	奇々怪々だ
ネガ（評価）	-0.3	危なっかしい
ネガ（評価）	-0.3	危ない
ネガ（評価）	-0.3	危うい
ネガ（評価）	-0.3	顔負けの
ネガ（評価）	-0.3	顔負けです
ネガ（評価）	-0.3	機嫌が悪い
ネガ（評価）	-0.3	気ぜわしい
ネガ（評価）	-0.3	気むずかしい
ネガ（評価）	-0.3	気弱だ
ネガ（評価）	-0.3	疑い深い
ネガ（評価）	-0.3	戯けの
ネガ（評価）	-0.3	戯けです
ネガ（評価）	-0.3	儀式張った
ネガ（評価）	-0.3	稀薄です
ネガ（評価）	-0.3	稀薄だ
ネガ（評価）	-0.3	気味が悪い
ネガ（評価）	-0.3	気忙しい
ネガ（評価）	-0.3	気分が悪い
ネガ（評価）	-0.3	気難しい
ネガ（評価）	-0.3	気短です
ネガ（評価）	-0.3	気短だ
ネガ（評価）	-0.3	気早です
ネガ（評価）	-0.3	気早だ
ネガ（評価）	-0.3	気弱です
ネガ（評価）	-0.3	狭苦しい
ネガ（評価）	-0.3	狭量だ
ネガ（評価）	-0.3	狭量です
ネガ（評価）	-0.3	愚劣の
ネガ（評価）	-0.3	空疎です
ネガ（評価）	-0.3	空疎だ
ネガ（評価）	-0.3	空空しい
ネガ（評価）	-0.3	空恐ろしい
ネガ（評価）	-0.3	空回り
ネガ（評価）	-0.3	空しい
ネガ（評価）	-0.3	空々しい
ネガ（評価）	-0.3	愚劣です
ネガ（評価）	-0.3	愚鈍だ
ネガ（評価）	-0.3	愚劣だ
ネガ（評価）	-0.3	愚昧です
ネガ（評価）	-0.3	愚昧だ
ネガ（評価）	-0.3	愚物の
ネガ（評価）	-0.3	愚物です
ネガ（評価）	-0.3	愚物だ
ネガ（評価）	-0.3	愚鈍の
ネガ（評価）	-0.3	空中楼閣だ
ネガ（評価）	-0.3	空中楼閣です
ネガ（評価）	-0.3	空中楼閣の
ネガ（評価）	-0.3	屈伏
ネガ（評価）	-0.3	激越です
ネガ（評価）	-0.3	激越だ
ネガ（評価）	-0.3	軽躁の
ネガ（評価）	-0.3	軽躁です
ネガ（評価）	-0.3	軽躁だ
ネガ（評価）	-0.3	軽蔑
ネガ（評価）	-0.3	軽視
ネガ（評価）	-0.3	軽はずみの
ネガ（評価）	-0.3	軽はずみです
ネガ（評価）	-0.3	軽はずみだ
ネガ（評価）	-0.3	軽々しい
ネガ（評価）	-0.3	形無しの
ネガ（評価）	-0.3	形無しです
ネガ（評価）	-0.3	形無しだ
ネガ（評価）	-0.3	屈服
ネガ（評価）	-0.3	愚鈍です
ネガ（評価）	-0.3	愚図の
ネガ（評価）	-0.3	狭隘だ
ネガ（評価）	-0.3	業突く張りの
ネガ（評価）	-0.3	近目だ
ネガ（評価）	-0.3	僅少の
ネガ（評価）	-0.3	僅少です
ネガ（評価）	-0.3	僅少だ
ネガ（評価）	-0.3	極貧の
ネガ（評価）	-0.3	極貧です
ネガ（評価）	-0.3	極貧だ
ネガ（評価）	-0.3	業突く張りです
ネガ（評価）	-0.3	愚図です
ネガ（評価）	-0.3	業突く張りだ
ネガ（評価）	-0.3	仰仰しい
ネガ（評価）	-0.3	仰々しい
ネガ（評価）	-0.3	驚きがない
ネガ（評価）	-0.3	興味がない
ネガ（評価）	-0.3	脅かす
ネガ（評価）	-0.3	狭隘です
ネガ（評価）	-0.3	近目です
ネガ（評価）	-0.3	近目の
ネガ（評価）	-0.3	銀流しだ
ネガ（評価）	-0.3	銀流しです
ネガ（評価）	-0.3	愚図だ
ネガ（評価）	-0.3	愚人の
ネガ（評価）	-0.3	愚人です
ネガ（評価）	-0.3	愚人だ
ネガ（評価）	-0.3	愚かしい
ネガ（評価）	-0.3	愚か
ネガ（評価）	-0.3	愚にもつかぬ
ネガ（評価）	-0.3	苦肉の策の
ネガ（評価）	-0.3	苦肉の策です
ネガ（評価）	-0.3	苦肉の策だ
ネガ（評価）	-0.3	苦し紛れです
ネガ（評価）	-0.3	苦し紛れだ
ネガ（評価）	-0.3	苦々しい
ネガ（評価）	-0.3	苦になる
ネガ（評価）	-0.3	銀流しの
ネガ（評価）	-0.3	顔負けだ
ネガ（評価）	-0.3	頑迷です
ネガ（評価）	-0.3	頑迷だ
ネガ（評価）	-0.3	淫蕩の
ネガ（評価）	-0.3	陰うつです
ネガ（評価）	-0.3	陰うつだ
ネガ（評価）	-0.3	淫靡の
ネガ（評価）	-0.3	淫靡です
ネガ（評価）	-0.3	淫靡だ
ネガ（評価）	-0.3	淫猥です
ネガ（評価）	-0.3	淫猥だ
ネガ（評価）	-0.3	淫蕩です
ネガ（評価）	-0.3	一文惜しみだ
ネガ（評価）	-0.3	淫蕩だ
ネガ（評価）	-0.3	引っ込み思案の
ネガ（評価）	-0.3	引っ込み思案です
ネガ（評価）	-0.3	引っ込み思案だ
ネガ（評価）	-0.3	引っ込みがちです
ネガ（評価）	-0.3	引っ込みがちだ
ネガ（評価）	-0.3	一文惜しみの
ネガ（評価）	-0.3	陰気臭い
ネガ（評価）	-0.3	陰険だ
ネガ（評価）	-0.3	陰険です
ネガ（評価）	-0.3	陰惨だ
ネガ（評価）	-0.3	影がうすい
ネガ（評価）	-0.3	雲泥の差の
ネガ（評価）	-0.3	雲泥の差です
ネガ（評価）	-0.3	雲泥の差だ
ネガ（評価）	-0.3	雲泥の差がある
ネガ（評価）	-0.3	迂闊です
ネガ（評価）	-0.3	迂闊だ
ネガ（評価）	-0.3	迂愚です
ネガ（評価）	-0.3	迂愚だ
ネガ（評価）	-0.3	迂遠です
ネガ（評価）	-0.3	迂遠だ
ネガ（評価）	-0.3	烏滸がましい
ネガ（評価）	-0.3	陰鬱です
ネガ（評価）	-0.3	陰鬱だ
ネガ（評価）	-0.3	陰惨です
ネガ（評価）	-0.3	一文惜しみです
ネガ（評価）	-0.3	一苦労
ネガ（評価）	-0.3	厭だ
ネガ（評価）	-0.3	暗澹だ
ネガ（評価）	-0.3	意固地です
ネガ（評価）	-0.3	意固地だ
ネガ（評価）	-0.3	意気地無しの
ネガ（評価）	-0.3	意気地無しです
ネガ（評価）	-0.3	意気地無しだ
ネガ（評価）	-0.3	暗澹の
ネガ（評価）	-0.3	暗澹です
ネガ（評価）	-0.3	暗鬱です
ネガ（評価）	-0.3	一巻の終わる
ネガ（評価）	-0.3	暗鬱だ
ネガ（評価）	-0.3	暗愚の
ネガ（評価）	-0.3	暗愚です
ネガ（評価）	-0.3	暗愚だ
ネガ（評価）	-0.3	暗む
ネガ（評価）	-0.3	暗い
ネガ（評価）	-0.3	安っぽい
ネガ（評価）	-0.3	意志薄弱だ
ネガ（評価）	-0.3	意志薄弱です
ネガ（評価）	-0.3	意志薄弱の
ネガ（評価）	-0.3	意地が悪い
ネガ（評価）	-0.3	一卷の終りの
ネガ（評価）	-0.3	一卷の終りです
ネガ（評価）	-0.3	一卷の終りだ
ネガ（評価）	-0.3	違和感がある
ネガ（評価）	-0.3	意地張りの
ネガ（評価）	-0.3	意地張りです
ネガ（評価）	-0.3	意地張りだ
ネガ（評価）	-0.3	意地汚い
ネガ（評価）	-0.3	意地っ張りの
ネガ（評価）	-0.3	意地っ張りです
ネガ（評価）	-0.3	意地っ張りだ
ネガ（評価）	-0.3	意地っぱりの
ネガ（評価）	-0.3	意地っぱりです
ネガ（評価）	-0.3	意地っぱりだ
ネガ（評価）	-0.3	意地の悪い
ネガ（評価）	-0.3	影が薄い
ネガ（評価）	-0.3	厭です
ネガ（評価）	-0.3	頑冥です
ネガ（評価）	-0.3	怪異です
ネガ（評価）	-0.3	隔心だ
ネガ（評価）	-0.3	隔靴掻痒の
ネガ（評価）	-0.3	隔靴掻痒です
ネガ（評価）	-0.3	隔靴掻痒だ
ネガ（評価）	-0.3	角張りすぎる
ネガ（評価）	-0.3	怪奇です
ネガ（評価）	-0.3	怪奇だ
ネガ（評価）	-0.3	怪異だ
ネガ（評価）	-0.3	過ち
ネガ（評価）	-0.3	怪しげです
ネガ（評価）	-0.3	怪しげだ
ネガ（評価）	-0.3	怪しい
ネガ（評価）	-0.3	我が物顔の
ネガ（評価）	-0.3	我が物顔です
ネガ（評価）	-0.3	我が物顔だ
ネガ（評価）	-0.3	過酷です
ネガ（評価）	-0.3	隔心です
ネガ（評価）	-0.3	隔心の
ネガ（評価）	-0.3	恰好わるい
ネガ（評価）	-0.3	恰好悪い
ネガ（評価）	-0.3	頑冥だ
ネガ（評価）	-0.3	頑愚の
ネガ（評価）	-0.3	頑愚です
ネガ（評価）	-0.3	頑愚だ
ネガ（評価）	-0.3	閑散です
ネガ（評価）	-0.3	閑散だ
ネガ（評価）	-0.3	間延びした
ネガ（評価）	-0.3	間延び
ネガ（評価）	-0.3	甘ったれる
ネガ（評価）	-0.3	感情的です
ネガ（評価）	-0.3	感情的だ
ネガ（評価）	-0.3	勘弁だ
ネガ（評価）	-0.3	寒寒
ネガ（評価）	-0.3	寒ざむ
ネガ（評価）	-0.3	寒々
ネガ（評価）	-0.3	過酷だ
ネガ（評価）	-0.3	苛烈です
ネガ（評価）	-0.3	厭わしい
ネガ（評価）	-0.3	奥行きがない
ネガ（評価）	-0.3	臆病者だ
ネガ（評価）	-0.3	横様です
ネガ（評価）	-0.3	横様だ
ネガ（評価）	-0.3	横柄です
ネガ（評価）	-0.3	横柄だ
ネガ（評価）	-0.3	押し付けがましい
ネガ（評価）	-0.3	押しが強い
ネガ（評価）	-0.3	汚穢の
ネガ（評価）	-0.3	苛烈だ
ネガ（評価）	-0.3	汚穢です
ネガ（評価）	-0.3	汚穢だ
ネガ（評価）	-0.3	汚れやすい
ネガ（評価）	-0.3	汚らわしい
ネガ（評価）	-0.3	汚らしい
ネガ（評価）	-0.3	汚い
ネガ（評価）	-0.3	怨めしい
ネガ（評価）	-0.3	臆病者です
ネガ（評価）	-0.3	臆病者の
ネガ（評価）	-0.3	下にもおけない
ネガ（評価）	-0.3	下らない
ネガ（評価）	-0.3	苛酷です
ネガ（評価）	-0.3	苛酷だ
ネガ（評価）	-0.3	禍禍しい
ネガ（評価）	-0.3	禍々しい
ネガ（評価）	-0.3	火の消えたよう
ネガ（評価）	-0.3	可哀相です
ネガ（評価）	-0.3	可哀相だ
ネガ（評価）	-0.3	何のへんてつもない
ネガ（評価）	-0.3	何にもならない
ネガ（評価）	-0.3	下劣です
ネガ（評価）	-0.3	下劣だ
ネガ（評価）	-0.3	下等です
ネガ（評価）	-0.3	下等だ
ネガ（評価）	-0.3	下賎です
ネガ（評価）	-0.3	下賎だ
ネガ（評価）	-0.3	とげのある
ネガ（評価）	-0.3	でしゃばる
ネガ（評価）	-0.3	でくの坊の
ネガ（経験）	-0.3	辞める
ネガ（経験）	-0.3	手も足も出ない
ネガ（経験）	-0.3	取り逃がす
ネガ（経験）	-0.3	弱る
ネガ（経験）	-0.3	寂しい
ネガ（経験）	-0.3	疾しい
ネガ（経験）	-0.3	失った
ネガ（経験）	-0.3	失う
ネガ（経験）	-0.3	自由がきかない
ネガ（経験）	-0.3	手間取る
ネガ（経験）	-0.3	自制がきかない
ネガ（経験）	-0.3	自信がない
ネガ（経験）	-0.3	耳が痛い
ネガ（経験）	-0.3	死ぬ
ネガ（経験）	-0.3	死される
ネガ（経験）	-0.3	刺さる
ネガ（経験）	-0.3	散る
ネガ（経験）	-0.3	手を引く
ネガ（経験）	-0.3	腫れる
ネガ（評価）	-0.3	でくの坊です
ネガ（経験）	-0.3	嘗める
ネガ（経験）	-0.3	色を失う
ネガ（経験）	-0.3	情ない
ネガ（経験）	-0.3	乗り遅れる
ネガ（経験）	-0.3	障る
ネガ（経験）	-0.3	焦る
ネガ（経験）	-0.3	小腹を立てる
ネガ（経験）	-0.3	小首を傾ける
ネガ（経験）	-0.3	傷付ける
ネガ（経験）	-0.3	首がまわらない
ネガ（経験）	-0.3	傷む
ネガ（経験）	-0.3	傷つける
ネガ（経験）	-0.3	出来損なう
ネガ（経験）	-0.3	出来そこなう
ネガ（経験）	-0.3	縮む
ネガ（経験）	-0.3	臭う
ネガ（経験）	-0.3	首をひねる
ネガ（経験）	-0.3	散らかる
ネガ（経験）	-0.3	錆びる
ネガ（経験）	-0.3	砕ける
ネガ（経験）	-0.3	嫌う
ネガ（経験）	-0.3	枯れる
ネガ（経験）	-0.3	戸惑う
ネガ（経験）	-0.3	見落とす
ネガ（経験）	-0.3	見損なう
ネガ（経験）	-0.3	見そこなう
ネガ（経験）	-0.3	肩を落とす
ネガ（経験）	-0.3	嫌がる
ネガ（経験）	-0.3	血の気が引く
ネガ（経験）	-0.3	混む
ネガ（経験）	-0.3	欠ける
ネガ（経験）	-0.3	欠く
ネガ（経験）	-0.3	苦汁をなめる
ネガ（経験）	-0.3	苦しめられる
ネガ（経験）	-0.3	苦しむ
ネガ（経験）	-0.3	苦しい
ネガ（経験）	-0.3	業を煮やす
ネガ（経験）	-0.3	後ろ暗い
ネガ（経験）	-0.3	後ろめたい
ネガ（経験）	-0.3	後口が悪い
ネガ（経験）	-0.3	後味が悪い
ネガ（経験）	-0.3	恨む
ネガ（経験）	-0.3	困る
ネガ（経験）	-0.3	骨の折れる
ネガ（経験）	-0.3	腰が砕ける
ネガ（経験）	-0.3	降服
ネガ（経験）	-0.3	降伏
ネガ（経験）	-0.3	降参
ネガ（経験）	-0.3	行詰る
ネガ（経験）	-0.3	行き詰る
ネガ（経験）	-0.3	行き詰まる
ネガ（経験）	-0.3	行き過ぎる
ネガ（経験）	-0.3	行詰まる
ネガ（経験）	-0.3	荒れる
ネガ（経験）	-0.3	慌てる
ネガ（経験）	-0.3	誤る
ネガ（経験）	-0.3	侵す
ネガ（経験）	-0.3	心外だ
ネガ（経験）	-0.3	心外です
ネガ（経験）	-0.3	倒れる
ネガ（経験）	-0.3	頭があがらない
ネガ（経験）	-0.3	当てられる
ネガ（経験）	-0.3	当たられる
ネガ（経験）	-0.3	盗む
ネガ（経験）	-0.3	盗まれる
ネガ（経験）	-0.3	悼む
ネガ（経験）	-0.3	凍える
ネガ（経験）	-0.3	怒る
ネガ（経験）	-0.3	痛い
ネガ（経験）	-0.3	途方に暮れる
ネガ（経験）	-0.3	妬む
ネガ（経験）	-0.3	吐き出す
ネガ（経験）	-0.3	転ぶ
ネガ（経験）	-0.3	溺れる
ネガ（経験）	-0.3	潰れる
ネガ（経験）	-0.3	痛める
ネガ（経験）	-0.3	頭が上がらない
ネガ（経験）	-0.3	頭にくる
ネガ（経験）	-0.3	頭に来る
ネガ（経験）	-0.3	頭をかかえる
ネガ（経験）	-0.3	疲れる
ネガ（経験）	-0.3	疲れがある
ネガ（経験）	-0.3	悲しむ
ネガ（経験）	-0.3	犯す
ネガ（経験）	-0.3	叛く
ネガ（経験）	-0.3	抜かれる
ネガ（経験）	-0.3	曝す
ネガ（経験）	-0.3	背く
ネガ（経験）	-0.3	敗れる
ネガ（経験）	-0.3	敗ける
ネガ（経験）	-0.3	廃れる
ネガ（経験）	-0.3	馬鹿を見る
ネガ（経験）	-0.3	悩む
ネガ（経験）	-0.3	曇る
ネガ（経験）	-0.3	頭を抱える
ネガ（経験）	-0.3	痛む
ネガ（経験）	-0.3	墜ちる
ネガ（経験）	-0.3	心細い
ネガ（経験）	-0.3	切ない
ネガ（経験）	-0.3	損う
ネガ（経験）	-0.3	憎たらしい
ネガ（経験）	-0.3	憎い
ネガ（経験）	-0.3	遭う
ネガ（経験）	-0.3	争う
